EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
0.642,5.633,0.834,-3.117,-0.432,-2.062,-5.142,5.463,-0.006,0.945,-0.353,1.251,2.747,-0.824,53.333,294834.000,1.000
8.917,0.744,4.266,7.345,7.737,4.350,6.253,9.523,-0.006,0.944,-0.350,1.221,2.625,-0.854,53.333,294835.000,1.000
14.902,6.178,10.914,13.216,13.654,11.119,12.313,13.879,-0.007,0.944,-0.352,1.312,2.563,-0.885,53.333,294836.000,1.000
12.492,16.552,13.435,7.056,10.372,11.071,5.833,12.312,-0.006,0.943,-0.353,1.343,2.472,-0.854,53.333,294837.000,1.000
7.726,19.685,10.258,-1.814,3.884,6.457,-2.971,6.782,-0.006,0.942,-0.351,1.221,2.472,-0.885,53.333,294838.000,1.000
10.491,13.379,7.894,0.095,4.980,5.760,-0.624,4.967,-0.006,0.944,-0.351,1.221,2.563,-0.854,53.333,294839.000,1.000
20.782,8.446,12.075,11.993,14.340,11.890,10.936,9.762,-0.005,0.944,-0.353,1.129,2.472,-0.824,53.333,294840.000,1.000
28.338,13.576,19.729,19.801,21.289,17.934,16.866,15.130,-0.004,0.947,-0.352,1.099,2.411,-0.824,53.333,294841.000,1.000
26.122,22.925,22.786,15.117,17.947,16.320,9.627,14.075,-0.004,0.948,-0.355,1.099,2.350,-0.885,53.333,294842.000,1.000
19.277,23.832,18.724,6.127,9.486,8.918,-0.928,7.908,-0.006,0.949,-0.355,1.129,2.350,-0.885,53.333,294843.000,1.000
17.613,14.279,13.658,5.825,6.763,4.403,-1.226,4.308,-0.006,0.948,-0.352,1.099,2.319,-0.854,53.333,294844.000,1.000
22.239,6.049,13.909,14.075,11.660,6.627,7.599,6.963,-0.007,0.947,-0.354,1.068,2.258,-0.671,53.333,294845.000,1.000
24.623,8.906,17.548,18.149,15.136,9.894,11.793,10.884,-0.006,0.946,-0.356,1.068,2.258,-0.580,53.333,294846.000,1.000
19.021,17.439,17.408,10.794,10.360,7.409,4.454,9.623,-0.008,0.947,-0.353,0.977,2.258,-0.702,53.333,294847.000,1.000
10.860,18.656,11.325,0.734,2.585,1.104,-4.608,4.370,-0.005,0.947,-0.352,0.977,2.258,-0.641,53.333,294848.000,1.000
9.404,9.826,5.399,0.947,2.039,-0.807,-2.259,2.382,-0.006,0.949,-0.353,1.007,2.258,-0.610,53.333,294849.000,1.000
14.842,2.098,5.753,10.795,9.710,4.860,9.822,6.950,-0.006,0.947,-0.351,0.916,2.197,-0.580,53.333,294850.000,1.000
17.864,5.094,10.234,16.828,15.830,11.777,17.409,12.863,-0.007,0.947,-0.351,0.824,2.258,-0.610,53.333,294851.000,1.000
12.511,13.803,11.565,11.291,13.268,12.685,13.288,13.658,-0.008,0.945,-0.353,0.824,2.258,-0.488,53.333,294852.000,1.000
4.514,15.723,7.521,2.774,7.280,9.129,6.984,10.552,-0.007,0.946,-0.354,0.916,2.380,-0.549,53.333,294853.000,1.000
3.506,8.127,3.913,4.225,7.972,8.759,11.034,10.576,-0.006,0.946,-0.356,0.854,2.289,-0.427,53.333,294854.000,1.000
9.695,1.425,6.158,14.775,15.769,13.895,22.719,16.327,-0.008,0.944,-0.356,0.793,2.228,-0.519,53.333,294855.000,1.000
13.428,4.061,11.195,20.508,20.086,17.370,26.761,21.633,-0.007,0.944,-0.353,0.793,2.167,-0.641,53.333,294856.000,1.000
8.480,10.337,11.333,13.387,13.486,11.953,15.826,19.553,-0.005,0.946,-0.353,0.854,2.319,-0.549,53.333,294857.000,1.000
0.849,8.436,4.975,2.409,2.093,0.707,0.876,11.954,-0.004,0.944,-0.354,0.854,2.258,-0.427,53.333,294858.000,1.000
0.693,-2.582,-0.775,1.475,-2.210,-6.233,-3.051,7.316,-0.004,0.943,-0.354,0.793,2.319,-0.458,53.333,294859.000,1.000
8.315,-10.609,0.472,10.511,2.655,-4.442,3.607,9.552,-0.004,0.943,-0.354,0.824,2.350,-0.397,53.333,294860.000,1.000
13.569,-6.483,5.851,15.859,6.865,-0.311,6.687,13.182,-0.005,0.944,-0.356,0.977,2.380,-0.305,53.333,294861.000,1.000
9.486,3.570,7.214,9.203,2.629,-1.815,-1.502,11.267,-0.005,0.941,-0.355,0.946,2.319,-0.275,53.333,294862.000,1.000
1.439,6.173,2.153,-1.191,-5.242,-7.791,-11.618,4.962,-0.003,0.942,-0.353,1.007,2.289,-0.336,53.333,294863.000,1.000
-0.376,-1.263,-2.850,-2.151,-6.392,-10.100,-10.607,1.705,-0.005,0.942,-0.354,1.007,2.502,-0.336,53.333,294864.000,1.000
5.369,-7.280,-1.278,6.195,0.499,-5.276,-0.174,4.789,-0.003,0.943,-0.355,1.068,2.533,-0.366,53.333,294865.000,1.000
9.832,-2.300,4.634,10.749,5.828,0.534,5.256,8.741,-0.004,0.944,-0.356,1.099,2.533,-0.427,53.333,294866.000,1.000
6.556,8.180,7.072,3.680,2.385,0.091,-1.698,6.833,-0.004,0.946,-0.357,1.099,2.502,-0.397,53.333,294867.000,1.000
0.318,11.152,3.263,-6.733,-4.696,-4.920,-11.276,0.295,-0.003,0.946,-0.354,1.068,2.655,-0.397,53.333,294868.000,1.000
0.086,3.835,-1.085,-7.660,-5.164,-6.347,-10.144,-3.446,-0.002,0.946,-0.351,1.038,2.716,-0.336,53.333,294869.000,1.000
6.087,-2.807,-0.076,0.381,1.944,-1.077,0.115,-1.026,-0.001,0.944,-0.354,1.038,2.808,-0.275,53.333,294870.000,1.000
9.198,0.548,4.020,4.183,6.758,4.441,5.196,2.286,0.000,0.943,-0.354,0.977,2.777,-0.244,53.333,294871.000,1.000
3.732,8.767,4.090,-3.642,2.216,3.090,-1.996,0.113,-0.001,0.941,-0.357,1.099,2.869,-0.275,53.333,294872.000,1.000
-4.128,9.716,-1.468,-13.944,-5.896,-2.894,-11.280,-5.851,0.000,0.939,-0.354,1.221,2.899,-0.275,53.333,294873.000,1.000
-4.330,1.320,-6.031,-13.272,-6.654,-4.903,-9.171,-7.971,0.000,0.939,-0.355,1.312,3.021,-0.214,53.333,294874.000,1.000
3.383,-5.484,-3.624,-2.339,1.028,0.119,2.371,-3.239,0.001,0.939,-0.354,1.343,3.113,-0.366,53.333,294875.000,1.000
8.999,-1.926,2.807,4.830,6.871,5.372,8.458,2.406,0.000,0.941,-0.354,1.434,3.113,-0.488,53.333,294876.000,1.000
5.655,6.317,5.132,-0.110,3.231,3.438,1.578,2.028,-0.001,0.941,-0.358,1.465,3.204,-0.519,53.333,294877.000,1.000
-1.359,6.814,0.818,-8.720,-4.600,-3.586,-8.275,-2.918,0.000,0.940,-0.360,1.678,3.326,-0.641,53.333,294878.000,1.000
-2.155,-2.435,-3.835,-7.648,-5.845,-6.936,-7.453,-4.616,-0.001,0.940,-0.358,1.770,3.387,-0.641,53.333,294879.000,1.000
4.031,-10.104,-2.510,2.845,0.835,-3.187,2.544,0.345,0.000,0.939,-0.358,1.892,3.296,-0.641,53.333,294880.000,1.000
7.832,-7.058,2.435,9.241,5.524,1.109,7.261,6.278,0.000,0.939,-0.358,2.014,3.418,-0.763,53.333,294881.000,1.000
2.935,1.193,3.503,3.612,0.945,-1.345,-0.492,6.330,0.000,0.939,-0.357,2.075,3.448,-0.854,53.333,294882.000,1.000
-4.911,2.235,-1.273,-5.244,-7.271,-8.328,-10.449,1.980,-0.003,0.941,-0.354,2.075,3.418,-0.732,53.333,294883.000,1.000
-5.753,-6.169,-5.574,-3.997,-8.352,-11.160,-9.031,0.817,-0.004,0.943,-0.354,2.167,3.448,-0.916,53.333,294884.000,1.000
0.728,-13.170,-3.753,6.582,-1.422,-6.787,1.736,5.782,-0.003,0.945,-0.355,2.258,3.510,-1.038,53.333,294885.000,1.000
4.731,-9.957,1.144,12.519,3.179,-2.078,6.832,10.937,-0.005,0.947,-0.355,2.106,3.448,-1.068,53.333,294886.000,1.000
-0.085,-1.883,1.487,5.882,-1.825,-4.326,-1.140,9.604,-0.008,0.949,-0.355,2.045,3.296,-1.160,53.333,294887.000,1.000
-7.750,-0.811,-4.299,-4.235,-10.440,-10.997,-11.687,3.643,-0.007,0.951,-0.354,1.953,3.387,-1.343,53.333,294888.000,1.000
-8.106,-8.390,-9.260,-4.110,-11.387,-12.945,-10.627,1.119,-0.008,0.951,-0.355,1.892,3.326,-1.373,53.333,294889.000,1.000
-0.820,-13.653,-7.238,5.846,-3.467,-6.894,0.601,5.381,-0.007,0.952,-0.360,1.801,3.265,-1.343,53.333,294890.000,1.000
4.019,-8.338,-1.304,11.732,2.745,-0.045,6.944,10.442,-0.008,0.953,-0.358,1.770,3.235,-1.465,53.333,294891.000,1.000
-0.426,1.302,0.308,5.209,-0.795,-0.472,0.248,8.973,-0.007,0.953,-0.358,1.556,3.143,-1.526,53.333,294892.000,1.000
-8.606,2.621,-4.803,-5.333,-8.978,-6.519,-10.000,1.991,-0.006,0.955,-0.359,1.617,2.960,-1.465,53.333,294893.000,1.000
-10.366,-6.260,-10.199,-6.671,-10.948,-9.441,-10.176,-2.864,-0.006,0.954,-0.355,1.526,2.930,-1.465,53.333,294894.000,1.000
-4.757,-13.644,-9.476,0.968,-5.013,-5.338,-1.291,-1.804,-0.007,0.952,-0.355,1.404,2.899,-1.526,53.333,294895.000,1.000
-0.894,-9.896,-4.736,4.600,-0.456,-0.009,2.970,0.414,-0.007,0.950,-0.354,1.312,2.838,-1.495,53.333,294896.000,1.000
-4.903,-0.293,-3.179,-2.960,-4.049,-0.348,-4.114,-2.179,-0.005,0.948,-0.357,1.312,2.808,-1.343,53.333,294897.000,1.000
-11.319,2.415,-6.889,-12.704,-10.329,-4.497,-12.585,-7.968,-0.006,0.948,-0.356,1.221,2.838,-1.343,53.333,294898.000,1.000
-10.878,-4.545,-10.051,-11.738,-9.208,-4.546,-9.598,-9.842,-0.006,0.948,-0.359,1.129,2.747,-1.282,53.333,294899.000,1.000
-3.704,-10.371,-7.294,-1.264,-0.273,2.108,2.488,-5.154,-0.007,0.948,-0.359,1.007,2.777,-1.038,53.333,294900.000,1.000
0.394,-5.903,-1.580,4.648,6.085,8.614,8.857,0.279,-0.006,0.947,-0.356,0.946,2.838,-0.946,53.333,294901.000,1.000
-5.005,3.397,-0.662,-2.090,2.402,7.593,2.154,-0.237,-0.006,0.946,-0.358,0.946,2.716,-0.854,53.333,294902.000,1.000
-14.277,4.869,-6.676,-12.786,-5.917,1.017,-7.676,-5.317,-0.008,0.946,-0.357,1.038,2.777,-0.732,53.333,294903.000,1.000
-17.238,-3.703,-13.008,-13.869,-7.954,-2.428,-7.074,-7.379,-0.010,0.946,-0.355,0.916,2.716,-0.732,53.333,294904.000,1.000
-12.569,-10.745,-12.855,-5.168,-1.915,1.059,2.712,-2.928,-0.011,0.945,-0.353,0.946,2.502,-0.610,53.333,294905.000,1.000
-8.849,-6.580,-7.890,0.457,2.967,5.672,7.762,2.813,-0.014,0.944,-0.353,0.885,2.472,-0.488,53.333,294906.000,1.000
-12.006,3.554,-5.248,-4.600,-0.262,4.508,1.101,3.279,-0.013,0.942,-0.355,0.977,2.411,-0.427,53.333,294907.000,1.000
-16.837,6.964,-7.328,-12.025,-6.393,-0.644,-7.467,-0.349,-0.008,0.943,-0.355,0.854,2.289,-0.458,53.333,294908.000,1.000
-14.467,0.887,-8.688,-9.356,-5.352,-1.865,-4.959,-0.929,-0.009,0.946,-0.353,0.854,2.167,-0.458,53.333,294909.000,1.000
-5.304,-4.118,-4.247,2.242,3.480,3.639,6.613,4.513,-0.007,0.943,-0.352,0.824,2.136,-0.366,53.333,294910.000,1.000
0.734,0.695,2.806,8.975,9.873,9.232,12.677,10.347,-0.009,0.945,-0.353,0.763,2.228,-0.366,53.333,294911.000,1.000
-2.665,9.696,4.669,3.022,6.376,7.651,5.904,9.815,-0.007,0.943,-0.351,0.763,2.106,-0.244,53.333,294912.000,1.000
-9.679,10.443,-0.680,-6.888,-1.713,0.887,-3.927,4.156,-0.008,0.944,-0.354,0.671,2.075,-0.153,53.333,294913.000,1.000
-10.250,0.930,-6.663,-7.497,-3.815,-2.600,-3.659,0.750,-0.007,0.945,-0.354,0.671,2.045,-0.092,53.333,294914.000,1.000
-3.681,-7.378,-6.809,0.909,1.364,0.495,4.934,2.883,-0.004,0.942,-0.354,0.702,2.197,-0.092,53.333,294915.000,1.000
0.695,-5.021,-3.096,5.267,4.403,4.041,7.766,5.440,-0.004,0.946,-0.354,0.671,2.197,-0.122,53.333,294916.000,1.000
-3.401,2.795,-2.611,-1.849,-1.221,1.401,-1.620,2.445,-0.002,0.944,-0.353,0.641,2.197,-0.031,53.333,294917.000,1.000
-10.514,3.676,-7.377,-11.726,-9.588,-5.053,-12.619,-4.203,-0.004,0.944,-0.354,0.519,2.319,0.031,53.333,294918.000,1.000
-11.085,-4.716,-11.462,-11.485,-10.214,-7.092,-11.846,-7.022,-0.003,0.943,-0.354,0.580,2.289,-0.061,53.333,294919.000,1.000
-4.666,-11.386,-9.264,-1.969,-2.511,-2.026,-1.457,-3.148,-0.004,0.945,-0.357,0.488,2.350,-0.122,53.333,294920.000,1.000
-0.384,-7.216,-3.438,3.278,3.150,3.350,3.695,1.596,-0.001,0.947,-0.355,0.580,2.319,-0.244,53.333,294921.000,1.000
-3.992,2.452,-1.321,-3.247,-0.513,1.921,-3.641,0.628,-0.002,0.947,-0.354,0.488,2.350,-0.214,53.333,294922.000,1.000
-9.594,5.184,-4.795,-12.480,-7.806,-4.031,-13.228,-4.358,-0.001,0.946,-0.352,0.488,2.411,-0.183,53.333,294923.000,1.000
-7.879,-1.692,-7.876,-11.269,-8.147,-6.137,-11.623,-5.886,-0.001,0.944,-0.353,0.519,2.441,-0.244,53.333,294924.000,1.000
0.540,-7.905,-5.329,-0.664,-0.914,-1.726,-0.911,-1.240,-0.001,0.945,-0.353,0.519,2.472,-0.366,53.333,294925.000,1.000
5.373,-4.853,-0.232,5.335,3.575,2.312,4.096,3.616,-0.003,0.946,-0.353,0.519,2.594,-0.427,53.333,294926.000,1.000
0.384,2.249,0.077,-1.114,-1.705,-1.035,-3.727,2.155,0.000,0.943,-0.357,0.458,2.716,-0.427,53.333,294927.000,1.000
-8.123,1.592,-5.836,-11.004,-10.676,-9.099,-13.990,-3.716,0.000,0.944,-0.355,0.519,2.808,-0.488,53.333,294928.000,1.000
-9.637,-8.506,-11.164,-10.851,-12.258,-12.788,-13.034,-6.147,0.000,0.944,-0.357,0.549,2.747,-0.580,53.333,294929.000,1.000
-3.240,-16.539,-9.713,-1.095,-5.252,-8.535,-2.568,-1.931,-0.002,0.944,-0.357,0.580,2.869,-0.580,53.333,294930.000,1.000
1.838,-13.015,-3.976,4.782,0.369,-2.724,2.924,3.260,-0.004,0.947,-0.359,0.641,2.899,-0.702,53.333,294931.000,1.000
-0.728,-3.239,-1.559,-0.986,-2.709,-2.761,-3.793,2.679,-0.003,0.947,-0.356,0.702,2.869,-0.793,53.333,294932.000,1.000
-5.803,-0.012,-4.855,-9.754,-9.264,-7.107,-12.846,-2.354,-0.003,0.947,-0.355,0.732,3.021,-0.824,53.333,294933.000,1.000
-4.351,-6.214,-8.008,-8.493,-9.046,-7.850,-11.043,-4.418,-0.001,0.948,-0.354,0.641,2.991,-0.824,53.333,294934.000,1.000
3.441,-11.309,-5.347,2.001,-1.285,-2.201,-0.330,-0.396,-0.001,0.947,-0.354,0.610,3.113,-0.824,53.333,294935.000,1.000
7.768,-6.533,0.396,7.884,3.901,3.117,4.605,4.048,-0.003,0.949,-0.355,0.671,3.082,-0.854,53.333,294936.000,1.000
2.409,2.506,1.596,1.120,-0.720,0.850,-3.554,2.188,-0.003,0.948,-0.355,0.702,2.991,-0.824,53.333,294937.000,1.000
-6.694,3.324,-3.871,-9.611,-9.549,-6.833,-14.677,-4.551,-0.003,0.948,-0.354,0.671,2.930,-0.916,53.333,294938.000,1.000
-9.322,-6.191,-9.645,-10.908,-11.743,-11.136,-15.022,-8.541,-0.005,0.948,-0.356,0.702,3.052,-1.038,53.333,294939.000,1.000
-4.431,-14.470,-9.289,-2.817,-5.784,-8.237,-5.760,-6.185,-0.005,0.950,-0.353,0.732,3.143,-0.854,53.333,294940.000,1.000
-0.810,-11.592,-4.574,1.838,-1.013,-3.846,-0.748,-2.403,-0.005,0.949,-0.354,0.732,3.174,-0.793,53.333,294941.000,1.000
-4.329,-2.274,-2.405,-4.211,-4.215,-4.648,-6.875,-3.368,-0.007,0.949,-0.349,0.732,3.204,-0.854,53.333,294942.000,1.000
-9.549,1.167,-4.828,-12.223,-9.948,-8.689,-14.310,-7.608,-0.007,0.946,-0.347,0.763,3.082,-0.824,53.333,294943.000,1.000
-7.494,-4.209,-6.230,-9.572,-8.218,-8.270,-10.322,-8.013,-0.004,0.944,-0.350,0.732,2.960,-0.793,53.333,294944.000,1.000
1.129,-8.571,-1.704,2.282,1.107,-1.335,2.450,-2.084,-0.006,0.945,-0.353,0.854,2.930,-0.793,53.333,294945.000,1.000
5.955,-3.839,5.282,9.094,7.379,4.816,8.873,3.974,-0.005,0.945,-0.351,0.824,2.960,-0.732,53.333,294946.000,1.000
0.615,4.406,6.915,2.895,3.321,3.016,1.697,3.238,-0.007,0.941,-0.351,0.885,2.991,-0.641,53.333,294947.000,1.000
-8.586,4.451,1.471,-7.324,-5.103,-3.978,-8.571,-2.687,-0.007,0.943,-0.351,0.946,2.930,-0.580,53.333,294948.000,1.000
-10.928,-4.934,-4.161,-7.990,-6.689,-6.930,-7.906,-5.851,-0.007,0.942,-0.353,1.038,2.930,-0.519,53.333,294949.000,1.000
-5.298,-12.065,-3.527,0.607,-0.019,-2.341,2.302,-2.656,-0.005,0.940,-0.351,1.160,2.930,-0.519,53.333,294950.000,1.000
-1.027,-7.944,0.956,5.107,4.936,3.081,7.525,1.500,-0.004,0.939,-0.352,1.221,2.838,-0.519,53.333,294951.000,1.000
-4.712,1.440,1.634,-2.111,0.705,1.740,0.296,-0.070,-0.004,0.939,-0.353,1.343,2.808,-0.488,53.333,294952.000,1.000
-11.301,3.103,-3.738,-12.168,-7.435,-4.556,-9.582,-6.020,-0.003,0.939,-0.351,1.404,2.838,-0.427,53.333,294953.000,1.000
-11.587,-5.510,-8.954,-11.830,-8.888,-7.348,-8.815,-8.925,-0.002,0.937,-0.353,1.495,2.838,-0.458,53.333,294954.000,1.000
-5.516,-13.510,-8.066,-1.880,-2.542,-3.456,0.762,-5.760,-0.004,0.938,-0.352,1.801,2.808,-0.458,53.333,294955.000,1.000
-2.529,-11.823,-3.637,3.746,1.641,0.574,4.656,-2.192,-0.003,0.942,-0.350,1.801,2.777,-0.458,53.333,294956.000,1.000
-8.257,-5.405,-2.996,-2.914,-3.426,-2.250,-4.023,-4.580,-0.005,0.942,-0.351,1.862,2.716,-0.488,53.333,294957.000,1.000
-16.231,-5.767,-7.868,-12.893,-11.895,-9.392,-14.703,-10.872,-0.007,0.943,-0.352,1.831,2.747,-0.641,53.333,294958.000,1.000
-16.393,-14.429,-11.906,-12.665,-12.895,-12.050,-13.635,-13.153,-0.006,0.942,-0.351,1.770,2.716,-0.671,53.333,294959.000,1.000
-8.716,-20.304,-9.460,-2.727,-5.464,-7.137,-2.642,-8.384,-0.007,0.942,-0.352,1.831,2.686,-0.702,53.333,294960.000,1.000
-3.226,-14.859,-3.460,3.205,0.139,-1.483,3.433,-2.601,-0.006,0.943,-0.353,1.892,2.625,-0.824,53.333,294961.000,1.000
-6.352,-4.152,-1.483,-2.787,-3.419,-2.470,-2.949,-2.785,-0.007,0.946,-0.353,1.862,2.655,-0.885,53.333,294962.000,1.000
-12.305,-0.946,-5.379,-11.934,-10.471,-7.971,-11.877,-7.459,-0.007,0.944,-0.353,1.801,2.594,-0.885,53.333,294963.000,1.000
-11.314,-7.686,-8.822,-11.036,-10.352,-9.522,-9.980,-8.936,-0.007,0.947,-0.356,1.770,2.441,-0.946,53.333,294964.000,1.000
-3.232,-13.567,-6.109,-0.781,-2.324,-4.264,0.882,-4.024,-0.006,0.946,-0.354,1.831,2.502,-1.007,53.333,294965.000,1.000
2.319,-9.573,-0.031,5.283,3.271,0.959,6.117,1.606,-0.003,0.945,-0.354,1.923,2.472,-1.068,53.333,294966.000,1.000
-0.747,-0.829,1.916,-0.468,-0.867,-1.057,-1.435,1.262,-0.003,0.945,-0.353,1.801,2.563,-1.099,53.333,294967.000,1.000
-6.738,0.613,-2.311,-9.307,-9.110,-8.022,-11.631,-3.661,-0.005,0.947,-0.355,1.770,2.472,-1.221,53.333,294968.000,1.000
-6.312,-7.479,-6.673,-8.463,-10.773,-11.301,-11.049,-5.818,-0.006,0.947,-0.356,1.801,2.533,-1.221,53.333,294969.000,1.000
0.343,-14.361,-5.493,0.941,-4.787,-7.721,-1.518,-2.198,-0.006,0.947,-0.355,1.801,2.533,-1.129,53.333,294970.000,1.000
3.589,-11.152,-1.279,5.302,-0.937,-3.764,2.523,1.788,-0.005,0.947,-0.361,1.709,2.625,-1.068,53.333,294971.000,1.000
-2.234,-3.057,-1.028,-2.482,-5.964,-6.287,-5.751,0.137,-0.005,0.948,-0.360,1.740,2.594,-1.099,53.333,294972.000,1.000
-10.458,-1.855,-6.060,-12.645,-13.750,-12.565,-15.663,-4.893,-0.005,0.948,-0.357,1.770,2.686,-1.129,53.333,294973.000,1.000
-10.598,-9.180,-9.687,-11.394,-13.399,-13.642,-13.383,-5.447,-0.006,0.948,-0.358,1.770,2.686,-1.038,53.333,294974.000,1.000
-2.451,-14.081,-6.308,0.303,-4.333,-6.679,-0.957,1.054,-0.006,0.948,-0.358,1.617,2.655,-0.977,53.333,294975.000,1.000
3.523,-8.356,0.598,7.767,2.490,0.768,6.244,7.869,-0.006,0.948,-0.360,1.556,2.655,-1.007,53.333,294976.000,1.000
0.217,1.661,2.823,2.247,-0.815,0.644,0.278,7.562,-0.008,0.948,-0.359,1.526,2.808,-0.916,53.333,294977.000,1.000
-6.909,3.279,-1.722,-7.679,-8.648,-5.094,-8.962,1.632,-0.008,0.948,-0.355,1.434,2.777,-0.824,53.333,294978.000,1.000
-7.819,-5.432,-6.413,-8.327,-9.863,-7.585,-7.785,-1.835,-0.009,0.949,-0.357,1.221,2.777,-0.732,53.333,294979.000,1.000
-1.721,-12.793,-4.868,0.414,-2.860,-3.128,2.556,1.015,-0.009,0.951,-0.357,1.190,2.808,-0.641,53.333,294980.000,1.000
2.317,-8.982,0.763,5.641,2.851,2.295,8.147,5.210,-0.009,0.951,-0.357,1.099,2.716,-0.610,53.333,294981.000,1.000
-1.740,0.916,3.077,-0.176,0.137,1.675,2.003,4.302,-0.009,0.951,-0.358,0.977,2.747,-0.488,53.333,294982.000,1.000
-8.577,3.989,-0.479,-8.738,-6.072,-3.380,-6.342,-0.745,-0.009,0.950,-0.357,0.977,2.747,-0.519,53.333,294983.000,1.000
-9.019,-2.922,-4.357,-7.642,-5.991,-5.119,-4.339,-3.182,-0.009,0.950,-0.356,0.854,2.563,-0.427,53.333,294984.000,1.000
-2.708,-9.188,-2.768,2.196,1.169,-0.618,5.877,-0.119,-0.007,0.948,-0.358,0.824,2.502,-0.427,53.333,294985.000,1.000
1.610,-5.294,2.336,7.729,6.049,4.116,10.292,3.383,-0.008,0.948,-0.357,0.885,2.563,-0.458,53.333,294986.000,1.000
-1.534,4.034,4.168,1.971,2.254,2.591,2.524,1.469,-0.008,0.945,-0.358,0.824,2.686,-0.214,53.333,294987.000,1.000
-6.618,6.545,0.661,-6.223,-4.595,-2.992,-7.079,-4.179,-0.009,0.944,-0.357,0.732,2.686,-0.214,53.333,294988.000,1.000
-4.885,-0.466,-2.702,-4.469,-4.535,-4.638,-5.465,-6.537,-0.008,0.941,-0.358,0.702,2.686,-0.214,53.333,294989.000,1.000
3.052,-6.509,-0.738,5.722,2.811,0.338,5.164,-3.041,-0.006,0.943,-0.357,0.610,2.625,-0.244,53.333,294990.000,1.000
7.308,-2.749,3.825,10.528,7.334,5.264,10.156,0.556,-0.006,0.945,-0.357,0.641,2.533,-0.183,53.333,294991.000,1.000
1.881,5.512,3.835,2.540,2.144,2.994,2.317,-2.126,-0.005,0.944,-0.358,0.641,2.441,-0.183,53.333,294992.000,1.000
-6.940,6.277,-2.222,-8.848,-6.760,-4.227,-8.271,-9.196,-0.004,0.943,-0.357,0.671,2.502,-0.305,53.333,294993.000,1.000
-8.721,-2.223,-7.664,-9.882,-8.378,-7.650,-8.097,-12.781,-0.004,0.943,-0.356,0.824,2.716,-0.244,53.333,294994.000,1.000
-2.710,-8.815,-6.454,-0.935,-1.587,-3.901,1.213,-9.636,-0.002,0.944,-0.356,0.763,2.747,-0.305,53.333,294995.000,1.000
1.603,-4.725,-1.302,4.381,3.485,0.558,5.307,-5.428,-0.003,0.942,-0.357,0.732,2.747,-0.275,53.333,294996.000,1.000
