EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
13.074,9.099,10.801,9.940,11.581,12.060,12.970,13.507,0.016,0.931,-0.387,0.824,3.296,0.244,53.333,324194.000,1.000
6.199,15.675,8.843,0.565,6.486,9.082,6.393,10.884,0.016,0.931,-0.384,1.068,3.418,0.305,53.333,324195.000,1.000
1.826,9.918,3.335,-3.686,3.912,5.517,5.353,7.971,0.018,0.929,-0.385,1.221,3.540,0.244,53.333,324196.000,1.000
5.267,-1.446,1.628,3.692,10.012,7.859,15.602,10.927,0.017,0.930,-0.386,1.312,3.693,0.122,53.333,324197.000,1.000
10.118,-4.972,5.101,12.812,18.073,13.433,25.978,16.749,0.016,0.928,-0.387,1.343,3.815,0.122,53.333,324198.000,1.000
7.331,1.261,7.538,11.236,17.778,14.116,23.856,17.634,0.013,0.928,-0.383,1.434,3.876,-0.153,53.333,324199.000,1.000
-2.003,5.293,3.891,1.186,9.423,7.609,12.626,11.989,0.011,0.930,-0.383,1.556,3.906,-0.183,53.333,324200.000,1.000
-7.649,-1.672,-2.470,-3.386,3.712,1.000,7.285,7.031,0.010,0.931,-0.383,1.617,3.967,-0.427,53.333,324201.000,1.000
-4.030,-12.701,-4.353,3.885,7.112,1.348,13.924,8.996,0.009,0.930,-0.386,1.587,3.998,-0.519,53.333,324202.000,1.000
2.168,-14.553,-0.815,12.755,12.946,6.122,21.396,14.396,0.010,0.934,-0.381,1.801,3.937,-0.610,53.333,324203.000,1.000
1.237,-5.967,1.450,10.342,10.661,6.723,16.765,14.572,0.010,0.935,-0.379,1.740,3.815,-0.763,53.333,324204.000,1.000
-6.267,0.413,-2.692,-1.239,0.381,0.141,3.068,7.274,0.008,0.936,-0.380,1.617,3.784,-0.854,53.333,324205.000,1.000
-10.293,-4.667,-9.595,-7.731,-7.139,-7.077,-4.883,-0.394,0.007,0.934,-0.382,1.801,3.876,-1.007,53.333,324206.000,1.000
-4.782,-14.057,-11.294,-1.915,-4.784,-7.560,-0.409,-1.319,0.006,0.933,-0.383,1.648,3.723,-1.038,53.333,324207.000,1.000
4.364,-13.749,-5.897,7.017,1.803,-2.693,6.600,2.559,0.007,0.935,-0.381,1.648,3.662,-1.190,53.333,324208.000,1.000
7.339,-2.269,-0.114,6.323,2.293,-0.329,3.823,3.384,0.006,0.936,-0.380,1.648,3.662,-1.282,53.333,324209.000,1.000
3.512,7.052,-0.288,-2.824,-4.123,-3.769,-6.301,-1.599,0.008,0.936,-0.383,1.526,3.571,-1.404,53.333,324210.000,1.000
1.709,4.164,-4.064,-7.231,-7.910,-7.245,-10.071,-6.332,0.007,0.936,-0.385,1.404,3.479,-1.373,53.333,324211.000,1.000
7.488,-4.193,-4.095,-0.229,-2.804,-4.175,-1.878,-4.574,0.007,0.937,-0.385,1.465,3.448,-1.434,53.333,324212.000,1.000
15.324,-3.912,1.650,9.102,5.315,3.556,7.756,1.410,0.006,0.937,-0.382,1.465,3.418,-1.404,53.333,324213.000,1.000
16.294,7.006,7.071,8.585,6.470,8.052,6.554,3.996,0.005,0.938,-0.380,1.465,3.326,-1.404,53.333,324214.000,1.000
10.408,15.713,6.321,-0.213,0.324,6.103,-2.642,0.698,0.005,0.936,-0.381,1.404,3.326,-1.404,53.333,324215.000,1.000
6.801,12.496,2.056,-3.958,-3.097,3.639,-5.510,-2.198,0.004,0.939,-0.381,1.251,3.265,-1.282,53.333,324216.000,1.000
11.390,4.519,2.045,4.294,3.142,7.685,4.444,1.961,0.003,0.940,-0.382,1.160,3.082,-1.190,53.333,324217.000,1.000
18.750,5.878,8.483,15.513,13.432,16.578,17.080,10.985,0.003,0.939,-0.383,1.099,3.021,-1.190,53.333,324218.000,1.000
19.427,17.666,14.663,16.867,17.083,21.908,19.320,16.487,0.003,0.939,-0.379,1.007,3.021,-1.160,53.333,324219.000,1.000
12.707,25.829,13.774,8.949,12.536,19.650,12.577,14.876,0.002,0.939,-0.382,0.885,2.930,-1.129,53.333,324220.000,1.000
7.257,19.955,7.799,4.360,8.811,15.195,10.025,11.606,0.001,0.939,-0.380,0.793,2.686,-1.007,53.333,324221.000,1.000
8.912,7.277,4.387,9.787,12.434,15.457,17.708,13.031,0.003,0.939,-0.380,0.763,2.625,-0.946,53.333,324222.000,1.000
12.856,2.896,6.421,16.785,18.374,19.354,26.081,17.578,0.005,0.938,-0.380,0.641,2.594,-0.916,53.333,324223.000,1.000
10.890,9.652,8.669,13.962,17.513,19.845,23.689,18.430,0.004,0.939,-0.381,0.488,2.533,-0.763,53.333,324224.000,1.000
3.275,14.939,5.671,3.291,9.826,14.245,13.520,13.521,0.003,0.941,-0.380,0.275,2.380,-0.793,53.333,324225.000,1.000
-1.311,8.677,-0.216,-2.112,4.887,8.423,9.233,8.879,0.005,0.938,-0.382,0.214,2.380,-0.580,53.333,324226.000,1.000
2.249,-2.599,-1.921,4.135,8.788,8.884,16.325,10.471,0.005,0.938,-0.380,0.244,2.258,-0.519,53.333,324227.000,1.000
7.970,-5.169,2.169,12.589,15.291,13.412,24.044,15.580,0.006,0.936,-0.379,0.122,2.289,-0.488,53.333,324228.000,1.000
6.582,2.396,5.486,10.629,13.866,13.574,19.667,16.023,0.006,0.934,-0.380,0.061,2.197,-0.397,53.333,324229.000,1.000
-1.683,7.106,2.201,-0.277,3.982,6.086,5.835,9.196,0.008,0.934,-0.381,0.031,2.228,-0.305,53.333,324230.000,1.000
-7.243,-0.487,-4.767,-6.738,-4.246,-2.799,-3.175,1.546,0.008,0.933,-0.383,0.061,2.167,-0.275,53.333,324231.000,1.000
-4.225,-13.183,-7.836,-2.087,-3.984,-5.950,-1.128,-0.340,0.007,0.933,-0.384,0.000,1.953,-0.183,53.333,324232.000,1.000
1.732,-16.838,-5.062,4.569,-0.717,-4.866,1.994,1.498,0.006,0.933,-0.383,-0.061,1.953,-0.153,53.333,324233.000,1.000
1.754,-9.329,-2.298,1.540,-3.855,-6.773,-5.286,-0.030,0.006,0.932,-0.381,-0.092,2.014,-0.061,53.333,324234.000,1.000
-3.320,-2.515,-4.203,-8.299,-12.560,-13.373,-18.733,-6.179,0.005,0.933,-0.379,-0.122,2.014,0.092,53.333,324235.000,1.000
-3.597,-4.962,-6.997,-10.584,-15.897,-17.344,-23.036,-9.688,0.006,0.934,-0.381,-0.122,2.075,0.092,53.333,324236.000,1.000
6.313,-9.585,-3.246,1.135,-7.436,-11.808,-12.271,-4.319,0.006,0.934,-0.380,-0.122,2.075,0.061,53.333,324237.000,1.000
19.850,-3.180,8.066,16.565,6.027,0.423,2.173,6.670,0.007,0.933,-0.377,-0.183,1.953,0.092,53.333,324238.000,1.000
26.844,14.651,19.440,22.052,13.097,9.993,6.596,14.303,0.008,0.933,-0.382,-0.153,1.892,0.000,53.333,324239.000,1.000
25.855,29.062,23.423,17.574,11.671,12.057,2.059,14.613,0.008,0.935,-0.381,-0.183,1.923,-0.061,53.333,324240.000,1.000
24.431,28.327,21.048,14.990,9.952,11.005,1.049,12.456,0.008,0.932,-0.381,-0.122,1.892,-0.092,53.333,324241.000,1.000
27.331,18.119,18.930,20.361,13.616,12.779,8.752,13.477,0.009,0.933,-0.379,-0.122,1.862,-0.092,53.333,324242.000,1.000
29.162,12.436,19.252,24.947,17.116,15.681,15.041,15.533,0.009,0.934,-0.379,-0.061,2.045,-0.183,53.333,324243.000,1.000
22.255,14.546,17.145,17.854,11.812,13.051,8.843,12.005,0.010,0.936,-0.382,-0.153,1.892,-0.061,53.333,324244.000,1.000
8.846,14.266,9.066,2.723,-0.380,4.029,-5.046,2.405,0.009,0.938,-0.381,-0.122,1.831,-0.122,53.333,324245.000,1.000
0.066,4.522,-0.137,-5.347,-7.463,-3.215,-10.675,-5.062,0.009,0.939,-0.380,-0.122,1.923,-0.153,53.333,324246.000,1.000
2.207,-6.773,-2.232,0.691,-2.310,-1.225,-1.626,-3.409,0.010,0.938,-0.379,-0.122,1.984,-0.244,53.333,324247.000,1.000
8.725,-6.637,3.696,10.492,8.045,6.975,10.475,3.968,0.013,0.938,-0.382,-0.183,2.014,-0.183,53.333,324248.000,1.000
9.224,4.963,9.789,10.372,11.767,11.784,11.640,7.745,0.015,0.936,-0.381,-0.122,2.075,-0.244,53.333,324249.000,1.000
3.118,14.076,9.369,1.472,7.459,9.352,3.904,4.713,0.013,0.937,-0.380,-0.122,2.136,-0.305,53.333,324250.000,1.000
-0.712,10.531,4.824,-2.860,4.588,5.589,1.253,1.030,0.011,0.937,-0.380,-0.031,2.136,-0.214,53.333,324251.000,1.000
2.778,0.689,3.192,3.691,9.183,6.964,9.297,2.781,0.011,0.936,-0.380,-0.031,2.167,-0.336,53.333,324252.000,1.000
7.350,-1.952,5.991,11.448,15.022,11.201,17.143,7.259,0.013,0.938,-0.379,-0.122,2.258,-0.275,53.333,324253.000,1.000
4.235,4.716,7.317,8.347,12.444,10.647,12.629,6.939,0.012,0.936,-0.377,-0.031,2.319,-0.336,53.333,324254.000,1.000
-5.222,9.149,2.604,-2.969,2.321,3.346,-0.402,0.375,0.010,0.938,-0.379,0.061,2.441,-0.397,53.333,324255.000,1.000
-10.644,2.959,-4.276,-8.303,-4.364,-3.660,-6.795,-5.209,0.010,0.937,-0.377,0.122,2.350,-0.488,53.333,324256.000,1.000
-6.227,-6.753,-5.648,-1.105,-1.016,-3.525,-0.405,-3.398,0.011,0.936,-0.379,0.122,2.411,-0.427,53.333,324257.000,1.000
1.450,-7.104,-0.472,8.450,5.620,1.016,7.580,2.574,0.010,0.934,-0.376,0.122,2.319,-0.458,53.333,324258.000,1.000
2.278,2.331,3.940,7.181,4.534,1.177,3.876,3.972,0.010,0.933,-0.376,0.153,2.319,-0.427,53.333,324259.000,1.000
-3.850,8.397,1.616,-3.262,-4.667,-5.961,-8.896,-1.742,0.010,0.933,-0.377,0.153,2.289,-0.580,53.333,324260.000,1.000
-7.576,1.942,-4.440,-9.169,-11.663,-13.685,-16.339,-7.932,0.013,0.932,-0.379,0.275,2.350,-0.610,53.333,324261.000,1.000
-3.647,-9.917,-6.956,-4.106,-9.974,-15.061,-12.534,-8.407,0.013,0.931,-0.379,0.275,2.441,-0.580,53.333,324262.000,1.000
1.749,-13.334,-4.428,2.347,-5.613,-12.134,-7.882,-5.848,0.013,0.930,-0.378,0.397,2.441,-0.488,53.333,324263.000,1.000
0.093,-5.950,-2.535,-1.418,-7.889,-12.185,-13.668,-7.308,0.012,0.929,-0.375,0.580,2.502,-0.519,53.333,324264.000,1.000
-6.774,0.990,-5.281,-11.948,-15.462,-16.544,-25.087,-13.314,0.010,0.931,-0.372,0.671,2.563,-0.610,53.333,324265.000,1.000
-8.451,-1.041,-8.635,-14.626,-17.442,-17.957,-26.793,-16.179,0.012,0.930,-0.376,0.946,2.625,-0.671,53.333,324266.000,1.000
-0.204,-6.035,-5.878,-3.584,-8.404,-10.559,-13.804,-10.275,0.012,0.927,-0.377,1.099,2.686,-0.671,53.333,324267.000,1.000
9.931,-2.519,2.601,9.712,3.385,1.247,0.993,-0.234,0.012,0.926,-0.379,1.221,2.747,-0.610,53.333,324268.000,1.000
11.076,9.202,8.665,11.096,6.078,7.420,3.250,4.329,0.011,0.926,-0.377,1.343,2.777,-0.702,53.333,324269.000,1.000
3.299,16.106,6.372,1.858,-0.683,4.610,-4.542,0.790,0.012,0.928,-0.382,1.465,2.838,-0.641,53.333,324270.000,1.000
-2.985,9.934,-0.418,-3.812,-5.771,0.016,-7.328,-3.505,0.012,0.929,-0.377,1.495,2.899,-0.671,53.333,324271.000,1.000
-0.724,-0.666,-2.815,1.954,-1.313,1.894,2.010,-0.946,0.009,0.931,-0.378,1.709,2.899,-0.793,53.333,324272.000,1.000
5.393,-0.779,2.038,10.953,7.632,9.290,13.730,6.823,0.008,0.929,-0.377,1.740,2.930,-0.916,53.333,324273.000,1.000
6.298,10.819,7.765,11.034,10.702,14.045,15.151,11.642,0.008,0.932,-0.378,1.709,2.838,-0.977,53.333,324274.000,1.000
1.126,19.769,7.541,3.004,6.373,11.987,7.922,9.808,0.008,0.934,-0.377,1.892,2.716,-0.977,53.333,324275.000,1.000
-1.986,15.404,3.111,-0.769,3.500,8.285,5.260,6.597,0.007,0.935,-0.375,1.953,2.777,-1.129,53.333,324276.000,1.000
1.936,4.562,1.504,5.776,8.126,9.501,12.900,8.090,0.007,0.933,-0.375,2.014,2.777,-1.221,53.333,324277.000,1.000
6.841,1.307,4.423,13.146,14.233,13.700,20.454,11.998,0.009,0.933,-0.377,1.984,2.777,-1.221,53.333,324278.000,1.000
3.999,7.733,5.983,9.433,12.168,13.238,16.005,11.066,0.008,0.934,-0.380,2.167,2.686,-1.251,53.333,324279.000,1.000
-4.990,12.292,1.892,-2.299,2.995,6.348,3.664,4.244,0.006,0.935,-0.379,2.075,2.777,-1.251,53.333,324280.000,1.000
-9.214,7.085,-3.404,-7.116,-1.804,0.755,-0.928,-0.637,0.008,0.936,-0.379,2.289,2.838,-1.343,53.333,324281.000,1.000
-2.616,-0.321,-2.024,1.940,4.614,3.801,8.530,3.068,0.008,0.936,-0.377,2.258,2.777,-1.373,53.333,324282.000,1.000
7.828,2.720,6.508,14.251,15.051,12.391,20.263,11.560,0.007,0.934,-0.381,2.167,2.747,-1.282,53.333,324283.000,1.000
11.076,15.612,13.783,15.480,17.439,16.555,19.859,14.994,0.008,0.933,-0.383,2.167,2.747,-1.343,53.333,324284.000,1.000
6.133,24.010,12.880,6.202,10.336,12.072,8.984,9.910,0.008,0.932,-0.383,2.258,2.777,-1.251,53.333,324285.000,1.000
2.501,18.602,7.041,0.295,4.067,5.426,2.214,3.239,0.008,0.932,-0.381,2.380,2.838,-1.251,53.333,324286.000,1.000
6.960,7.861,5.229,5.854,6.498,4.872,6.956,2.857,0.007,0.936,-0.382,2.319,2.838,-1.282,53.333,324287.000,1.000
14.747,6.912,10.423,14.712,12.847,9.697,13.954,7.440,0.009,0.934,-0.382,2.350,2.838,-1.190,53.333,324288.000,1.000
16.613,17.211,16.096,14.377,12.926,11.853,10.809,8.919,0.009,0.934,-0.381,2.411,2.869,-1.129,53.333,324289.000,1.000
11.565,24.681,15.268,5.406,5.366,7.264,-0.665,3.726,0.008,0.936,-0.383,2.319,2.869,-1.068,53.333,324290.000,1.000
7.629,18.729,9.534,0.113,-0.978,1.023,-7.328,-2.773,0.006,0.937,-0.383,2.319,2.869,-0.977,53.333,324291.000,1.000
10.032,6.262,6.097,4.862,0.100,-0.283,-3.390,-4.254,0.003,0.938,-0.383,2.411,2.899,-0.946,53.333,324292.000,1.000
13.653,1.842,7.468,10.997,3.343,2.052,1.567,-2.242,0.002,0.939,-0.384,2.380,2.930,-0.946,53.333,324293.000,1.000
10.269,7.720,8.190,7.010,-0.442,0.890,-3.634,-3.573,0.003,0.937,-0.385,2.197,2.991,-0.854,53.333,324294.000,1.000
0.461,11.253,2.926,-5.111,-11.056,-6.276,-15.527,-10.315,0.004,0.938,-0.382,2.167,3.021,-0.854,53.333,324295.000,1.000
-6.621,2.970,-5.575,-12.219,-18.514,-13.224,-20.165,-16.410,0.004,0.937,-0.385,2.167,3.021,-0.916,53.333,324296.000,1.000
-5.566,-9.969,-9.919,-7.985,-16.400,-13.277,-12.244,-15.936,0.006,0.937,-0.385,2.106,2.930,-0.763,53.333,324297.000,1.000
-1.897,-13.360,-7.984,-1.461,-10.399,-8.347,-2.555,-11.293,0.006,0.938,-0.385,2.075,2.899,-0.824,53.333,324298.000,1.000
-3.869,-5.026,-5.248,-4.019,-9.852,-5.898,-2.979,-9.534,0.004,0.937,-0.385,1.953,2.869,-0.702,53.333,324299.000,1.000
-10.538,2.695,-6.612,-13.023,-14.310,-8.242,-9.877,-12.105,0.005,0.936,-0.383,1.862,2.808,-0.763,53.333,324300.000,1.000
-13.073,-0.050,-9.539,-15.314,-14.173,-9.414,-9.232,-12.723,0.006,0.938,-0.385,1.831,2.869,-0.702,53.333,324301.000,1.000
-7.317,-7.481,-7.898,-5.626,-4.490,-3.826,3.601,-6.320,0.006,0.934,-0.383,1.831,2.899,-0.702,53.333,324302.000,1.000
-0.393,-7.123,-1.365,5.306,7.053,5.086,16.582,3.052,0.008,0.935,-0.381,1.770,2.869,-0.732,53.333,324303.000,1.000
-2.157,1.527,2.648,4.174,9.064,8.161,16.151,6.278,0.007,0.937,-0.379,1.770,2.869,-0.732,53.333,324304.000,1.000
-12.175,5.578,-1.584,-7.355,1.130,2.330,4.987,0.748,0.006,0.935,-0.382,1.709,2.808,-0.641,53.333,324305.000,1.000
-19.825,-3.014,-9.886,-14.774,-5.526,-4.910,-1.619,-5.976,0.005,0.936,-0.384,1.678,2.808,-0.702,53.333,324306.000,1.000
-18.039,-15.321,-13.100,-10.110,-2.834,-5.092,3.758,-5.943,0.007,0.935,-0.378,1.587,2.899,-0.702,53.333,324307.000,1.000
-11.898,-16.544,-8.633,-1.966,4.042,0.538,11.429,-0.792,0.006,0.933,-0.381,1.495,2.930,-0.732,53.333,324308.000,1.000
-10.690,-5.570,-3.187,-2.789,4.772,3.574,8.899,1.387,0.006,0.933,-0.387,1.556,2.869,-0.763,53.333,324309.000,1.000
-15.017,3.514,-3.456,-11.505,-1.661,0.210,-1.589,-2.591,0.005,0.935,-0.385,1.495,2.899,-0.793,53.333,324310.000,1.000
-16.567,0.250,-7.440,-15.367,-5.878,-3.901,-6.407,-6.992,0.006,0.935,-0.384,1.526,2.899,-0.824,53.333,324311.000,1.000
