EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
20.774,-5.263,8.588,15.603,7.711,3.811,7.436,6.927,-0.030,0.933,-0.377,5.005,5.737,-2.747,60.000,268148.000,1.000
22.187,5.474,14.503,16.155,9.166,7.164,5.648,10.134,-0.030,0.932,-0.380,5.035,5.707,-2.655,60.000,268149.000,1.000
14.836,14.947,12.597,5.553,1.175,2.560,-6.392,5.839,-0.031,0.933,-0.382,5.066,5.554,-2.563,60.000,268150.000,1.000
8.813,10.423,5.344,-1.327,-5.156,-3.149,-12.557,0.477,-0.031,0.933,-0.383,5.005,5.371,-2.563,60.000,268151.000,1.000
10.866,-2.371,1.449,3.954,-1.705,-1.974,-4.914,1.376,-0.034,0.933,-0.380,4.974,5.127,-2.319,60.000,268152.000,1.000
15.468,-6.760,4.324,11.977,5.940,4.621,5.729,7.003,-0.033,0.932,-0.383,5.066,5.005,-2.167,60.000,268153.000,1.000
13.049,2.260,7.918,8.952,6.641,8.073,5.115,9.531,-0.034,0.928,-0.383,4.974,4.852,-2.136,60.000,268154.000,1.000
3.537,11.157,5.293,-3.930,-0.920,4.475,-4.789,5.734,-0.033,0.930,-0.382,5.066,4.669,-2.045,60.000,268155.000,1.000
-3.540,6.318,-1.923,-12.041,-6.772,-0.419,-8.882,1.129,-0.030,0.928,-0.385,5.035,4.395,-1.923,60.000,268156.000,1.000
-2.215,-7.262,-5.899,-7.355,-3.683,0.575,-0.115,2.045,-0.031,0.929,-0.385,5.035,4.242,-1.801,60.000,268157.000,1.000
1.718,-12.826,-3.461,0.679,2.831,6.090,10.643,6.771,-0.030,0.928,-0.383,4.974,4.059,-1.678,60.000,268158.000,1.000
-1.298,-4.945,-0.543,-1.692,2.174,8.132,9.578,7.960,-0.032,0.929,-0.386,4.974,3.998,-1.465,60.000,268159.000,1.000
-11.327,3.124,-3.983,-13.433,-6.576,3.242,-0.970,3.029,-0.033,0.929,-0.385,5.096,3.906,-1.190,60.000,268160.000,1.000
-18.723,-2.110,-12.011,-20.122,-13.328,-2.663,-5.793,-1.972,-0.031,0.927,-0.390,5.035,3.723,-1.038,60.000,268161.000,1.000
-17.274,-15.660,-16.578,-13.928,-10.967,-2.537,2.057,-0.568,-0.031,0.927,-0.392,5.066,3.632,-0.824,60.000,268162.000,1.000
-12.284,-20.545,-13.967,-4.176,-4.862,2.338,11.905,5.459,-0.031,0.926,-0.392,5.127,3.418,-0.549,60.000,268163.000,1.000
-12.483,-10.409,-8.991,-3.863,-4.590,4.947,10.814,8.986,-0.031,0.923,-0.391,5.280,3.479,-0.336,60.000,268164.000,1.000
-17.655,2.075,-7.838,-11.479,-10.121,2.698,1.768,7.489,-0.030,0.924,-0.391,5.280,3.204,0.061,60.000,268165.000,1.000
-19.403,1.980,-9.947,-13.580,-12.160,0.449,-0.824,5.935,-0.029,0.923,-0.389,5.463,3.113,0.519,60.000,268166.000,1.000
-13.662,-8.543,-9.792,-4.313,-5.869,2.711,8.183,8.927,-0.030,0.924,-0.394,5.585,3.204,0.824,60.000,268167.000,1.000
-7.254,-14.444,-5.673,5.426,1.366,6.375,16.690,13.386,-0.032,0.925,-0.396,5.737,3.082,1.434,60.000,268168.000,1.000
-9.073,-9.383,-2.978,2.320,-0.794,4.329,11.447,12.217,-0.034,0.927,-0.395,5.798,2.960,1.678,60.000,268169.000,1.000
-17.662,-4.225,-6.817,-10.930,-11.509,-4.457,-3.559,4.264,-0.035,0.930,-0.398,5.798,2.991,2.289,60.000,268170.000,1.000
-22.352,-10.512,-14.064,-18.450,-19.020,-12.144,-11.682,-3.102,-0.037,0.931,-0.396,5.829,2.808,2.625,60.000,268171.000,1.000
-16.987,-22.739,-16.487,-11.957,-15.616,-11.302,-5.451,-2.932,-0.040,0.932,-0.396,5.737,2.625,3.143,60.000,268172.000,1.000
-7.894,-25.032,-11.413,-1.482,-7.468,-4.458,3.785,2.364,-0.040,0.933,-0.397,5.768,2.350,3.723,60.000,268173.000,1.000
-5.470,-13.390,-5.520,-1.639,-6.074,-0.996,1.488,4.130,-0.042,0.932,-0.396,5.676,2.045,4.028,60.000,268174.000,1.000
-10.752,-2.339,-6.290,-12.198,-12.929,-5.237,-10.542,-1.396,-0.045,0.934,-0.396,5.615,1.801,4.395,60.000,268175.000,1.000
-14.803,-5.980,-12.355,-19.145,-18.132,-11.384,-17.244,-8.649,-0.046,0.938,-0.397,5.524,1.526,4.639,60.000,268176.000,1.000
-11.208,-18.930,-15.525,-14.182,-14.365,-11.737,-11.277,-10.540,-0.047,0.937,-0.395,5.432,1.343,4.852,60.000,268177.000,1.000
-4.442,-23.353,-11.621,-5.607,-6.727,-6.776,-2.753,-7.555,-0.042,0.937,-0.397,5.249,1.038,5.066,60.000,268178.000,1.000
-2.943,-12.767,-5.562,-5.905,-5.066,-3.592,-4.501,-5.966,-0.038,0.937,-0.399,4.913,0.763,5.066,60.000,268179.000,1.000
-6.926,-0.138,-4.055,-13.735,-9.746,-5.283,-13.595,-8.177,-0.036,0.936,-0.399,4.761,0.519,5.127,60.000,268180.000,1.000
-8.178,0.427,-6.293,-15.679,-10.875,-6.352,-15.037,-9.055,-0.033,0.936,-0.398,4.639,0.336,5.157,60.000,268181.000,1.000
-2.223,-7.347,-5.707,-5.510,-2.358,-0.842,-2.807,-3.598,-0.030,0.938,-0.400,4.517,0.244,5.188,60.000,268182.000,1.000
4.439,-8.313,-0.043,6.081,8.777,8.188,10.934,5.002,-0.025,0.939,-0.401,4.272,0.214,5.249,60.000,268183.000,1.000
2.643,1.778,4.713,5.336,11.123,11.547,11.626,8.607,-0.023,0.939,-0.403,4.089,0.122,5.310,60.000,268184.000,1.000
-6.741,9.518,2.344,-5.906,3.972,5.725,1.629,4.641,-0.021,0.938,-0.402,3.845,0.122,5.188,60.000,268185.000,1.000
-13.390,2.297,-4.810,-12.549,-1.987,-2.459,-3.453,-0.490,-0.019,0.938,-0.403,3.662,0.061,5.188,60.000,268186.000,1.000
-10.935,-13.503,-8.588,-6.541,0.701,-4.742,3.706,0.147,-0.015,0.938,-0.404,3.479,-0.031,5.066,60.000,268187.000,1.000
-4.969,-20.024,-5.650,2.640,6.506,-1.719,12.521,5.095,-0.012,0.938,-0.403,3.265,0.031,5.035,60.000,268188.000,1.000
-4.915,-11.423,-1.664,1.502,5.181,-0.879,9.685,7.020,-0.012,0.938,-0.403,2.960,0.031,4.883,60.000,268189.000,1.000
-11.061,-1.274,-3.351,-8.737,-3.618,-5.556,-2.087,3.012,-0.010,0.937,-0.406,2.808,0.214,4.883,60.000,268190.000,1.000
-14.454,-3.800,-9.169,-13.898,-9.553,-10.152,-7.583,-1.425,-0.009,0.937,-0.406,2.655,0.214,4.730,60.000,268191.000,1.000
-9.718,-14.732,-11.479,-6.655,-5.814,-8.202,-0.114,-0.190,-0.008,0.935,-0.406,2.380,0.366,4.608,60.000,268192.000,1.000
-2.923,-17.867,-7.233,3.042,1.304,-1.913,8.987,4.629,-0.006,0.934,-0.406,2.258,0.397,4.517,60.000,268193.000,1.000
-3.302,-7.878,-2.266,1.613,0.894,0.378,5.814,5.429,-0.005,0.935,-0.403,2.167,0.549,4.272,60.000,268194.000,1.000
-10.371,2.164,-3.346,-9.390,-7.714,-4.584,-7.018,-0.504,-0.004,0.935,-0.405,1.923,0.732,4.120,60.000,268195.000,1.000
-14.325,-1.039,-8.907,-15.347,-14.126,-10.470,-13.965,-7.211,-0.003,0.932,-0.406,1.678,0.824,3.876,60.000,268196.000,1.000
-8.952,-12.113,-10.876,-8.279,-10.783,-9.558,-7.526,-7.770,-0.001,0.931,-0.405,1.495,0.977,3.571,60.000,268197.000,1.000
0.206,-14.088,-5.478,2.568,-2.791,-2.844,1.998,-3.248,-0.002,0.930,-0.407,1.373,1.129,3.265,60.000,268198.000,1.000
3.059,-2.309,1.301,3.260,-0.774,1.214,0.774,-1.162,-0.002,0.929,-0.408,1.343,1.373,2.838,60.000,268199.000,1.000
-1.881,8.480,1.525,-6.103,-6.448,-2.032,-9.716,-5.267,-0.002,0.929,-0.405,1.251,1.587,2.594,60.000,268200.000,1.000
-5.917,4.242,-3.968,-11.869,-10.539,-7.293,-14.979,-10.448,-0.002,0.927,-0.404,0.977,1.770,2.411,60.000,268201.000,1.000
-2.390,-8.777,-6.818,-5.906,-5.910,-6.798,-7.754,-9.869,0.001,0.927,-0.406,0.854,1.892,1.984,60.000,268202.000,1.000
4.251,-12.075,-2.524,3.236,2.477,-0.816,1.984,-4.340,0.000,0.927,-0.403,0.854,2.167,1.587,60.000,268203.000,1.000
5.161,0.301,3.846,2.648,4.640,3.261,1.245,-0.814,0.001,0.925,-0.404,0.702,2.350,1.282,60.000,268204.000,1.000
-0.168,13.823,5.083,-6.558,-0.365,1.557,-7.539,-2.453,0.003,0.925,-0.406,0.580,2.594,0.854,60.000,268205.000,1.000
-3.406,12.916,1.569,-10.761,-3.265,-1.124,-9.848,-4.478,0.000,0.924,-0.407,0.641,2.869,0.458,60.000,268206.000,1.000
0.183,1.065,-0.161,-3.218,1.952,1.197,0.257,-1.579,0.002,0.923,-0.409,0.549,3.113,0.244,60.000,268207.000,1.000
4.234,-5.375,2.554,5.911,8.906,6.400,11.061,3.846,0.002,0.921,-0.408,0.671,3.174,-0.122,60.000,268208.000,1.000
-0.099,-0.068,4.518,3.332,7.332,6.761,8.836,4.592,0.003,0.921,-0.408,0.641,3.357,-0.366,60.000,268209.000,1.000
-11.109,5.593,0.497,-8.669,-2.241,0.046,-3.121,-1.125,0.000,0.923,-0.406,0.671,3.448,-0.671,60.000,268210.000,1.000
-17.588,-0.168,-6.481,-14.725,-8.291,-6.554,-8.545,-6.523,0.000,0.926,-0.407,0.702,3.815,-0.732,60.000,268211.000,1.000
-13.090,-11.873,-8.341,-6.957,-3.345,-5.510,-0.012,-4.918,-0.001,0.922,-0.408,0.763,3.937,-0.977,60.000,268212.000,1.000
-4.133,-13.639,-2.544,4.615,6.312,1.350,11.455,1.527,-0.001,0.924,-0.405,0.671,4.150,-1.160,60.000,268213.000,1.000
-1.346,-1.215,4.339,5.953,9.445,5.722,11.962,4.868,-0.002,0.922,-0.402,0.793,4.242,-1.404,60.000,268214.000,1.000
-5.656,11.426,5.080,-2.039,4.916,4.089,3.750,2.013,-0.004,0.921,-0.404,0.793,4.517,-1.526,60.000,268215.000,1.000
-8.212,10.267,0.893,-5.541,2.298,1.775,1.415,-1.616,-0.003,0.921,-0.407,0.854,4.547,-1.801,60.000,268216.000,1.000
-3.695,-0.457,-1.067,2.252,7.582,4.555,10.777,-0.224,-0.003,0.921,-0.405,0.946,4.608,-1.801,60.000,268217.000,1.000
1.859,-4.670,2.007,11.226,14.207,9.864,20.003,4.019,-0.003,0.922,-0.405,0.977,4.700,-1.892,60.000,268218.000,1.000
-0.456,3.105,4.700,8.266,11.911,9.838,15.507,4.005,-0.005,0.922,-0.403,1.099,4.883,-2.045,60.000,268219.000,1.000
-9.631,10.236,1.099,-4.353,1.139,2.154,0.707,-2.240,-0.008,0.923,-0.404,1.099,4.974,-1.984,60.000,268220.000,1.000
-15.447,4.025,-6.531,-11.558,-6.859,-6.097,-8.227,-8.412,-0.009,0.924,-0.403,1.099,5.157,-2.045,60.000,268221.000,1.000
-11.838,-9.763,-10.163,-5.616,-4.590,-7.119,-3.876,-8.137,-0.009,0.924,-0.401,1.068,5.127,-2.014,60.000,268222.000,1.000
-4.667,-13.939,-6.447,3.758,2.179,-2.199,3.102,-3.408,-0.010,0.922,-0.405,1.251,5.249,-1.953,60.000,268223.000,1.000
-3.273,-2.986,-0.887,3.213,2.884,0.703,-0.505,-1.595,-0.011,0.920,-0.406,1.221,5.310,-1.984,60.000,268224.000,1.000
-7.427,9.637,-0.035,-5.581,-3.099,-1.831,-11.653,-5.064,-0.011,0.923,-0.408,1.282,5.341,-2.014,60.000,268225.000,1.000
-7.792,9.881,-2.618,-8.313,-5.853,-4.229,-15.106,-7.858,-0.013,0.923,-0.404,1.404,5.310,-1.923,60.000,268226.000,1.000
0.662,1.763,-1.901,1.766,0.780,-0.334,-4.832,-4.109,-0.014,0.922,-0.403,1.343,5.219,-1.831,60.000,268227.000,1.000
11.032,0.825,4.272,13.984,10.100,7.319,7.147,3.630,-0.015,0.921,-0.400,1.343,5.310,-1.801,60.000,268228.000,1.000
13.452,11.837,10.029,14.638,11.555,10.565,6.993,7.777,-0.013,0.919,-0.404,1.343,5.219,-1.801,60.000,268229.000,1.000
8.178,21.652,9.335,5.594,5.203,6.642,-2.209,5.911,-0.015,0.920,-0.403,1.526,5.341,-1.648,60.000,268230.000,1.000
4.696,16.991,4.120,1.287,1.350,1.709,-5.270,3.521,-0.012,0.920,-0.405,1.770,5.280,-1.617,60.000,268231.000,1.000
8.606,3.021,1.754,8.703,6.229,2.365,3.835,5.999,-0.011,0.922,-0.408,1.831,5.310,-1.526,60.000,268232.000,1.000
14.385,-3.018,5.317,17.974,13.531,6.912,13.684,11.064,-0.013,0.920,-0.408,1.862,5.310,-1.495,60.000,268233.000,1.000
13.331,4.941,9.444,16.001,12.981,7.839,11.040,11.631,-0.014,0.922,-0.405,1.984,5.310,-1.434,60.000,268234.000,1.000
5.717,13.716,7.637,4.446,4.337,2.216,-0.964,5.454,-0.013,0.921,-0.406,2.014,5.280,-1.190,60.000,268235.000,1.000
0.750,9.440,1.477,-2.211,-1.968,-3.906,-6.706,-1.256,-0.012,0.923,-0.406,2.167,5.310,-1.221,60.000,268236.000,1.000
4.198,-3.022,-1.148,3.896,1.371,-3.365,1.046,-1.565,-0.014,0.920,-0.406,2.197,5.219,-1.099,60.000,268237.000,1.000
10.571,-6.792,3.335,13.611,8.940,2.522,11.623,3.296,-0.013,0.924,-0.408,2.228,5.188,-0.977,60.000,268238.000,1.000
10.886,3.734,9.502,13.785,10.505,6.011,11.455,6.132,-0.015,0.927,-0.408,2.319,5.157,-1.007,60.000,268239.000,1.000
5.301,15.359,10.666,5.654,5.449,3.826,2.853,3.970,-0.015,0.927,-0.408,2.350,5.127,-0.977,60.000,268240.000,1.000
2.830,14.325,7.941,2.829,3.399,1.506,0.392,1.817,-0.016,0.927,-0.408,2.319,5.096,-1.007,60.000,268241.000,1.000
8.440,4.916,8.065,11.709,10.171,5.128,9.958,4.880,-0.016,0.929,-0.410,2.319,5.066,-1.099,60.000,268242.000,1.000
15.633,2.912,13.350,21.798,18.865,12.167,19.832,10.488,-0.017,0.930,-0.410,2.258,4.913,-1.038,60.000,268243.000,1.000
14.967,13.127,17.878,19.619,18.701,14.382,16.403,11.195,-0.015,0.929,-0.408,2.258,4.883,-1.038,60.000,268244.000,1.000
6.946,22.359,15.452,7.242,9.623,8.937,2.941,4.964,-0.013,0.930,-0.407,2.228,4.791,-1.160,60.000,268245.000,1.000
1.609,17.743,8.481,-0.060,2.702,2.563,-4.448,-1.541,-0.014,0.933,-0.406,2.228,4.761,-1.190,60.000,268246.000,1.000
5.057,4.954,5.239,5.822,5.542,2.788,1.600,-1.433,-0.016,0.932,-0.405,2.075,4.578,-1.129,60.000,268247.000,1.000
11.108,0.639,8.814,15.090,12.329,7.903,9.989,3.354,-0.014,0.933,-0.405,2.014,4.456,-1.129,60.000,268248.000,1.000
9.685,9.493,12.924,13.706,12.139,9.466,6.702,4.879,-0.014,0.932,-0.406,1.984,4.425,-1.190,60.000,268249.000,1.000
0.665,17.852,10.575,2.799,4.175,4.111,-5.673,0.242,-0.013,0.932,-0.408,1.801,4.395,-1.221,60.000,268250.000,1.000
-5.942,12.653,3.629,-3.042,-1.157,-1.685,-11.430,-4.400,-0.014,0.932,-0.406,1.587,4.333,-1.312,60.000,268251.000,1.000
-3.759,-0.424,0.096,3.821,3.176,-0.506,-3.447,-2.439,-0.013,0.932,-0.406,1.373,4.272,-1.312,60.000,268252.000,1.000
1.553,-4.467,3.209,13.516,11.083,5.943,7.168,4.133,-0.013,0.932,-0.403,1.190,4.333,-1.312,60.000,268253.000,1.000
0.622,5.617,7.224,12.408,11.800,9.304,6.584,7.549,-0.014,0.931,-0.406,1.221,4.211,-1.312,60.000,268254.000,1.000
-6.705,15.869,5.244,1.671,4.420,5.679,-3.037,4.564,-0.014,0.931,-0.405,0.946,4.150,-1.343,60.000,268255.000,1.000
-11.569,12.057,-1.564,-4.732,-1.335,0.347,-7.183,0.262,-0.013,0.931,-0.406,0.793,3.967,-1.343,60.000,268256.000,1.000
-8.594,-1.041,-5.691,0.587,1.252,0.101,0.500,0.628,-0.013,0.930,-0.403,0.702,4.028,-1.373,60.000,268257.000,1.000
-3.296,-6.442,-3.579,8.446,6.639,3.776,9.221,4.174,-0.014,0.933,-0.403,0.549,4.028,-1.251,60.000,268258.000,1.000
-4.159,1.671,-0.220,6.274,5.001,4.150,6.107,4.260,-0.014,0.934,-0.406,0.305,3.967,-1.465,60.000,268259.000,1.000
-10.349,10.426,-1.672,-3.856,-3.535,-1.374,-5.415,-1.032,-0.014,0.932,-0.403,0.092,3.906,-1.343,60.000,268260.000,1.000
-12.270,6.717,-6.107,-7.562,-8.363,-6.399,-9.625,-5.431,-0.010,0.932,-0.404,-0.061,3.754,-1.404,60.000,268261.000,1.000
-4.536,-4.167,-6.051,2.121,-2.607,-3.871,0.271,-2.589,-0.011,0.934,-0.405,-0.244,3.815,-1.465,60.000,268262.000,1.000
6.285,-5.796,1.054,14.734,7.323,4.165,12.802,5.228,-0.009,0.933,-0.404,-0.397,3.815,-1.465,60.000,268263.000,1.000
9.741,6.048,8.454,15.901,9.906,8.750,13.526,9.697,-0.011,0.932,-0.403,-0.641,3.906,-1.343,60.000,268264.000,1.000
4.615,16.439,8.229,6.022,3.339,5.307,3.948,6.845,-0.012,0.931,-0.403,-0.824,3.784,-1.282,60.000,268265.000,1.000
-0.233,11.081,1.444,-0.891,-2.779,-0.884,-1.422,1.621,-0.011,0.928,-0.401,-0.854,3.845,-1.221,60.000,268266.000,1.000
1.951,-4.059,-3.240,3.689,-0.804,-2.144,4.675,0.856,-0.010,0.926,-0.402,-0.977,3.845,-1.251,60.000,268267.000,1.000
7.297,-10.375,-0.742,11.914,4.969,1.482,12.591,4.311,-0.010,0.926,-0.402,-1.099,3.815,-1.251,60.000,268268.000,1.000
7.911,-1.199,4.586,11.576,5.220,3.154,9.832,5.930,-0.012,0.929,-0.406,-1.221,3.815,-1.221,60.000,268269.000,1.000
3.876,10.021,5.880,3.815,-0.767,-0.621,-1.081,2.994,-0.012,0.928,-0.405,-1.312,3.815,-1.251,60.000,268270.000,1.000
3.396,8.520,3.269,1.444,-4.160,-5.166,-6.099,-0.034,-0.011,0.927,-0.403,-1.465,3.662,-1.160,60.000,268271.000,1.000
10.926,-1.897,2.977,10.400,0.589,-4.570,0.572,1.859,-0.012,0.927,-0.402,-1.587,3.815,-1.221,60.000,268272.000,1.000
20.149,-4.866,7.842,20.598,7.440,-0.264,8.220,6.765,-0.013,0.929,-0.400,-1.740,3.662,-1.129,60.000,268273.000,1.000
21.807,5.185,12.653,19.198,6.694,0.790,4.413,8.114,-0.013,0.928,-0.400,-1.801,3.662,-1.221,60.000,268274.000,1.000
15.832,14.866,11.014,8.178,-1.657,-4.190,-7.608,3.722,-0.012,0.929,-0.401,-1.923,3.632,-1.099,60.000,268275.000,1.000
11.259,10.372,4.388,2.012,-7.525,-9.630,-12.989,-0.836,-0.011,0.925,-0.399,-1.953,3.601,-0.977,60.000,268276.000,1.000
13.884,-3.111,0.511,8.228,-4.213,-9.054,-5.542,0.395,-0.011,0.925,-0.401,-1.953,3.693,-0.977,60.000,268277.000,1.000
18.515,-8.312,3.008,17.278,2.477,-4.111,3.525,5.483,-0.011,0.928,-0.401,-2.014,3.723,-1.007,60.000,268278.000,1.000
16.587,0.539,6.689,15.804,2.296,-2.414,0.847,7.121,-0.011,0.930,-0.402,-1.892,3.662,-0.946,60.000,268279.000,1.000
8.650,10.176,5.119,5.143,-5.125,-6.874,-10.614,2.702,-0.009,0.930,-0.400,-2.075,3.571,-0.824,60.000,268280.000,1.000
4.270,7.037,-0.168,-0.499,-9.530,-11.326,-15.418,-1.974,-0.013,0.928,-0.402,-2.045,3.632,-0.763,60.000,268281.000,1.000
9.351,-3.692,-1.555,6.458,-3.891,-8.563,-6.545,-0.450,-0.013,0.927,-0.403,-2.075,3.601,-0.885,60.000,268282.000,1.000
18.334,-5.032,4.353,16.860,6.260,0.172,5.443,5.856,-0.012,0.925,-0.399,-2.045,3.540,-0.854,60.000,268283.000,1.000
21.733,8.119,11.911,17.672,10.493,6.907,7.166,9.744,-0.010,0.924,-0.398,-1.984,3.540,-0.732,60.000,268284.000,1.000
18.430,21.194,13.587,9.666,7.238,7.256,0.409,7.800,-0.009,0.925,-0.398,-1.862,3.448,-0.702,60.000,268285.000,1.000
16.184,19.161,9.554,5.738,4.940,5.412,-1.242,4.461,-0.010,0.923,-0.400,-1.770,3.662,-0.732,60.000,268286.000,1.000
20.048,6.533,6.749,12.405,9.391,7.304,7.820,5.207,-0.011,0.925,-0.400,-1.770,3.632,-0.916,60.000,268287.000,1.000
24.911,0.687,8.857,20.222,15.016,11.652,16.680,8.504,-0.011,0.927,-0.399,-1.678,3.601,-0.885,60.000,268288.000,1.000
22.669,7.996,11.326,16.707,12.566,11.686,12.835,7.974,-0.011,0.929,-0.397,-1.678,3.632,-0.977,60.000,268289.000,1.000
14.085,15.795,8.396,4.104,2.686,5.234,0.066,1.844,-0.012,0.934,-0.397,-1.740,3.540,-0.946,60.000,268290.000,1.000
8.587,10.865,2.041,-2.787,-3.792,-1.153,-5.818,-3.681,-0.011,0.934,-0.396,-1.770,3.540,-0.946,60.000,268291.000,1.000
11.745,-1.658,-0.087,3.732,0.073,-0.409,1.977,-2.281,-0.011,0.930,-0.398,-1.862,3.540,-1.007,60.000,268292.000,1.000
17.541,-5.350,4.817,13.872,7.960,5.469,12.074,3.888,-0.011,0.927,-0.393,-1.862,3.571,-1.038,60.000,268293.000,1.000
16.445,4.413,10.463,13.640,8.691,7.836,10.381,6.839,-0.011,0.927,-0.397,-1.648,3.510,-1.129,60.000,268294.000,1.000
8.537,13.698,9.783,3.748,1.218,2.886,-0.842,3.340,-0.011,0.928,-0.395,-1.617,3.510,-1.190,60.000,268295.000,1.000
3.604,9.122,4.446,-1.815,-4.263,-3.435,-6.436,-1.003,-0.010,0.930,-0.395,-1.587,3.540,-1.190,60.000,268296.000,1.000
7.877,-3.594,2.416,4.533,-0.552,-3.745,0.532,0.216,-0.010,0.928,-0.396,-1.678,3.540,-1.282,60.000,268297.000,1.000
15.698,-7.215,7.007,13.417,6.718,0.839,9.282,5.297,-0.007,0.924,-0.396,-1.556,3.510,-1.282,60.000,268298.000,1.000
17.346,3.459,12.371,11.572,7.015,2.630,6.375,6.866,-0.007,0.926,-0.393,-1.434,3.601,-1.190,60.000,268299.000,1.000
11.943,14.288,11.360,0.213,-0.611,-1.847,-5.692,2.068,-0.005,0.929,-0.394,-1.404,3.723,-1.190,60.000,268300.000,1.000
7.914,10.925,5.077,-6.613,-6.399,-7.066,-11.939,-3.467,-0.003,0.931,-0.393,-1.312,3.784,-1.190,60.000,268301.000,1.000
10.727,-1.809,1.099,-1.403,-3.533,-6.295,-5.543,-3.353,-0.006,0.933,-0.399,-1.282,3.754,-1.160,60.000,268302.000,1.000
15.136,-6.883,3.013,6.550,2.451,-1.044,2.927,0.877,-0.008,0.931,-0.395,-1.251,3.815,-1.099,60.000,268303.000,1.000
12.792,1.509,5.842,4.320,1.627,1.093,0.495,2.210,-0.008,0.926,-0.393,-1.312,3.967,-1.068,60.000,268304.000,1.000
4.461,10.360,3.521,-6.488,-6.196,-2.882,-9.964,-1.870,-0.008,0.927,-0.396,-1.129,3.998,-1.007,60.000,268305.000,1.000
-0.425,6.326,-2.220,-11.812,-10.867,-7.049,-13.581,-5.823,-0.007,0.930,-0.392,-1.038,4.059,-1.038,60.000,268306.000,1.000
3.435,-5.591,-4.102,-4.603,-5.813,-4.746,-4.188,-3.806,-0.006,0.930,-0.392,-1.038,4.211,-0.793,60.000,268307.000,1.000
9.742,-9.082,0.377,5.247,2.682,1.998,6.755,1.981,-0.008,0.930,-0.388,-1.099,4.181,-0.824,60.000,268308.000,1.000
9.083,0.652,5.088,4.388,3.839,4.953,5.580,4.051,-0.008,0.930,-0.391,-1.038,4.272,-0.793,60.000,268309.000,1.000
1.709,9.944,3.377,-5.723,-3.063,0.768,-5.011,-0.223,-0.011,0.927,-0.392,-0.946,4.272,-0.732,60.000,268310.000,1.000
-3.089,5.178,-3.019,-11.107,-8.029,-4.662,-9.856,-5.116,-0.013,0.927,-0.394,-0.916,4.303,-0.702,60.000,268311.000,1.000
-0.054,-8.578,-6.454,-4.851,-4.364,-4.400,-2.280,-4.457,-0.013,0.927,-0.394,-0.916,4.303,-0.763,60.000,268312.000,1.000
4.748,-14.443,-3.751,3.287,2.167,0.148,6.908,0.043,-0.014,0.928,-0.393,-0.824,4.120,-0.916,60.000,268313.000,1.000
2.459,-6.751,-0.324,0.515,1.535,1.459,4.625,1.414,-0.015,0.927,-0.391,-0.793,4.089,-0.885,60.000,268314.000,1.000
-6.168,1.399,-2.534,-11.125,-6.545,-3.565,-6.341,-2.842,-0.013,0.927,-0.392,-0.702,4.089,-0.885,60.000,268315.000,1.000
-11.435,-3.377,-8.650,-17.170,-12.008,-9.124,-11.160,-7.207,-0.015,0.930,-0.391,-0.702,3.967,-0.885,60.000,268316.000,1.000
-7.469,-15.777,-10.852,-10.145,-8.025,-8.254,-3.352,-5.597,-0.015,0.928,-0.393,-0.702,3.876,-0.793,60.000,268317.000,1.000
0.044,-18.907,-5.848,0.362,-0.312,-2.347,6.258,0.193,-0.017,0.927,-0.392,-0.610,3.693,-0.854,60.000,268318.000,1.000
1.559,-7.767,0.403,0.677,0.639,0.665,4.370,2.701,-0.014,0.927,-0.392,-0.488,3.815,-1.038,60.000,268319.000,1.000
-3.655,3.473,0.528,-8.625,-6.200,-2.922,-6.567,-1.220,-0.013,0.928,-0.389,-0.458,3.632,-0.946,60.000,268320.000,1.000
-7.073,0.664,-4.540,-14.085,-11.225,-7.671,-11.867,-6.273,-0.014,0.928,-0.391,-0.397,3.632,-0.946,60.000,268321.000,1.000
-3.246,-11.125,-7.302,-8.410,-7.669,-6.729,-5.028,-6.176,-0.015,0.926,-0.390,-0.305,3.601,-0.885,60.000,268322.000,1.000
2.265,-14.939,-4.349,-0.743,-1.025,-1.484,3.169,-2.333,-0.011,0.926,-0.391,-0.275,3.510,-0.885,60.000,268323.000,1.000
0.617,-5.386,-0.945,-3.681,-1.205,0.447,-0.274,-1.576,-0.012,0.927,-0.390,-0.092,3.479,-0.854,60.000,268324.000,1.000
-7.730,4.132,-3.400,-15.210,-8.475,-4.022,-12.265,-6.261,-0.011,0.928,-0.391,-0.092,3.510,-0.824,60.000,268325.000,1.000
-13.340,0.118,-10.049,-20.977,-12.921,-9.026,-17.581,-10.686,-0.014,0.928,-0.387,0.000,3.510,-0.824,60.000,268326.000,1.000
-10.597,-12.220,-13.280,-13.841,-8.157,-7.725,-9.609,-8.769,-0.015,0.929,-0.387,0.000,3.448,-0.793,60.000,268327.000,1.000
-5.290,-16.063,-9.888,-3.706,-0.294,-1.701,0.675,-2.441,-0.012,0.929,-0.390,0.092,3.418,-0.671,60.000,268328.000,1.000
-6.524,-6.164,-5.463,-4.051,0.314,1.177,-0.173,0.843,-0.011,0.931,-0.392,0.122,3.296,-0.641,60.000,268329.000,1.000
